ZH487_brain_cancer_4731_5mC	ZH492_brain_cancer_3926_5mC	ZH544_brain_cancer_5255_5mC	ZH478_brain_cancer_4896_5mC	Merge087_6555_plasma	ZH543_brain_cancer_5220_5mC	ZH523_brain_cancer_3661_5mC	ZH314_brain_cancer_plasma_5mC	ZH479_brain_cancer_6421_5mC	ZH480_brain_cancer_6440_5mC	ZH481_brain_cancer_6859_5mC	ZH317_brain_cancer_plasma_5mC	ZH501_brain_cancer_5182_5mC	ZH490_brain_cancer_5065_5mC	ZH315_brain_cancer_plasma_5mC	ZH500_brain_cancer_5148_5mC	ZH484_brain_cancer_4457_5mC	ZH474_brain_cancer_3880_5mC	ZH499_brain_cancer_5101_5mC	ZH452_brain_cancer_6592	ZH486_brain_cancer_4730_5mC	ZH513_brain_cancer_4337_5mC	ZH511_brain_cancer_4633_5mC	ZH453_brain_cancer_6860	ZH313_brain_cancer_plasma_5mC	ZH271_brain_cancer_plasma_5mC	ZH494_brain_cancer_4142_5mC	ZH318_brain_cancer_plasma_5mC	ZH450_brain_cancer_6539	ZH497_brain_cancer_5131_5mC	Merge046_3542_plasma_5mC	ZH154_brain_cancer_plasma_5mC	ZH498_brain_cancer_5100_5mC	ZH496_brain_cancer_4181_5mC	Merge086_6870_plasma	Merge043_5709_plasma_5mC	ZH312_brain_cancer_plasma_5mC	ZH454_brain_cancer_3380	Merge091_3543_plasma	ZH006_Plasma_5mC	ZH471_brain_cancer_3584	ZH540_brain_cancer_3563_5mC	Merge089_3446_plasma	ZH458_brain_cancer_3465	ZH459_brain_cancer_3466	ZH515_brain_cancer_3621_5mC	ZH276_brain_cancer_plasma_5mC	ZH455_brain_cancer_3389	Merge095_3560_plasma	Merge088_3431_plasma	ZH288_brain_cancer_plasma_5mC	ZH470_brain_cancer_3572	ZH303_brain_cancer_plasma_5mC	Merge092_3568_plasma	ZH517_brain_cancer_3630_5mC	ZH518_brain_cancer_3654_5mC	ZH465_brain_cancer_3562	ZH461_brain_cancer_3507	Merge045_6528_plasma_5mC	ZH277_brain_cancer_plasma_5mC	ZH521_brain_cancer_3575_5mC	ZH157_brain_cancer_plasma_5mC	ZH162_brain_cancer_plasma_5mC	ZH469_brain_cancer_3569	ZH516_brain_cancer_3622_5mC	ZH010_Plasma_5mC	ZH270_brain_cancer_plasma_5mC	Merge031_3454_plasma_5mC	Merge047_6458_plasma_5mC	Merge042_6413_plasma_5mC	ZH404_liver_cancer_AS1110	ZH418_liver_cancer_AS1129	ZH415_liver_cancer_AS1124	ZH413_liver_cancer_AS1120	ZH416_liver_cancer_AS1125	ZH403_liver_cancer_AS1109	ZH411_liver_cancer_AS1117	ZH401_liver_cancer_AS1106	ZH398_liver_cancer_AS1097	ZH390_liver_cancer_plasma	ZH402_liver_cancer_AS1107	ZH412_liver_cancer_AS1118	ZH405_liver_cancer_AS1112	ZH280_liver_cancer_plasma_5mC	ZH176_liver_cancer_plasma_5mC	ZH171_liver_cancer_plasma_5mC	ZH388_liver_cancer_plasma	ZH392_liver_cancer_plasma	ZH387_liver_cancer_plasma	ZH175_liver_cancer_plasma_5mC	ZH378_liver_cancer_plasma_5mC	ZH281_liver_cancer_plasma_5mC	ZH409_liver_cancer_AS1115	Merge063_AS1047_plasma_5mC	ZH186_liver_cancer_plasma_5mC	Merge032_AS1024_plasma_5mC	Merge067_AS1021_plasma_5mC	ZH389_liver_cancer_plasma	ZH267_liver_cancer_plasma_5mC	ZH410_liver_cancer_AS1116	ZH279_liver_cancer_plasma_5mC	ZH396_liver_cancer_AS1090	Merge034_AS1030_plasma_5mC	ZH397_liver_cancer_AS1091	Merge065_AS1045_plasma_5mC	Merge033_AS1028_plasma_5mC	ZH326_liver_cancer_plasma_5mC	ZH180_liver_cancer_plasma_5mC	ZH269_liver_cancer_plasma_5mC	Merge066_AS1054_plasma_5mC	ZH283_liver_cancer_plasma_5mC	ZH391_liver_cancer_plasma	ZH408_liver_cancer_AS1123	ZH377_liver_cancer_plasma_5mC	Merge068_AS1067_plasma	ZH174_liver_cancer_plasma_5mC	Merge064_AS1055_plasma_5mC	Merge067_AS1068_plasma	Merge035_AS1041_plasma_5mC	Merge066_AS1069_plasma	ZH266_liver_cancer_plasma_5mC	ZH319_liver_cancer_plasma_5mC	Merge064_AS1072_plasma	Merge078_L0253_plasma	ZH420_normal_L0180	Merge079_L0262_plasma	ZH372_normal_plasma_5mC	Merge076_L0107_plasma	Merge077_L0251_plasma	ZH427_normal_L0286	ZH374_normal_plasma_5mC	ZH375_normal_plasma_5mC	ZH428_normal_L0301	ZH419_normal_L0176	ZH424_normal_L0276	ZH371_normal_plasma_5mC	ZH421_normal_L0198	Merge082_L0304_plasma	ZH272_normal_plasma_5mC	Merge085_L0287_plasma	ZH324_normal_plasma_5mC	ZH273_normal_plasma_5mC	ZH373_normal_plasma_5mC	ZH446_normal_L0305	ZH332_normal_plasma_5mC	ZH435_normal_L0257	ZH275_normal_plasma_5mC	ZH274_normal_plasma_5mC	ZH429_normal_L0105	ZH441_normal_L0271	ZH295_normal_plasma_5mC	ZH294_normal_plasma_5mC	ZH442_normal_L0275	ZH333_normal_plasma_5mC	ZH299_normal_plasma_5mC	ZH293_normal_plasma_5mC	Merge093_L0223_plasma	Merge094_L0230_plasma	ZH300_normal_plasma_5mC	ZH296_normal_plasma_5mC	ZH570_5mC	ZH577_5mC	ZH583_5mC	ZH575_5mC	ZH574_5mC	ZH568_5mC	ZH573_5mC	ZH587_5mC	ZH579_5mC	ZH581_5mC	ZH580_5mC	ZH567_5mC	ZH585_5mC	ZH582_5mC	ZH601_normal_L587100258_5mC	ZH602_normal_L587101460_5mC	ZH603_normal_L587101751_5mC	ZH604_normal_L587101758_5mC	ZH605_normal_L587101955_5mC	ZH606_normal_L587102427_5mC	ZH607_normal_L587102444_5mC	ZH608_normal_L587102503_5mC	ZH609_normal_L587102534_5mC	ZH610_normal_L587102548_5mC	ZH611_normal_L587102705_5mC	ZH612_normal_L587102708_5mC	ZH619_normal_L587101229_5mC	ZH622_normal_L587103340_5mC	ZH623_normal_L587102183_5mC	ZH624_normal_L587103979_5mC	ZH625_normal_L587100742_5mC	ZH626_normal_L587103588_5mC	ZH627_normal_L587102447_5mC	ZH628_normal_L587101236_5mC	ZH629_normal_L587100058_5mC
liver_cancer_down_73	1	NA	NA	NA	NA	1	0.823167430593612	NA	NA	1	NA	NA	1	NA	1	1	1	NA	0.969658718699903	NA	0.247395618795165	NA	NA	NA	0.666666686534882	1	0.883498572200709	1	NA	1	NA	NA	NA	1	1	NA	NA	1	0.784224895700332	1	1	1	1	NA	1	1	1	NA	NA	1	1	0.222222228844961	1	-0.666666686534882	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	0.427099573612213	NA	NA	0.317097660025646	NA	1	NA	NA	NA	1	1	NA	1	NA	0.599999308586121	NA	NA	NA	1	0.537378134802707	1	NA	1	0.292226889658542	1	NA	1	0.357220415669078	0.79166648350656	NA	1	NA	NA	1	NA	1	1	1	1	1	NA	1	NA	NA	NA	NA	1	1	1	1	NA	1	NA	1	1	1	1	NA	1	1	1	1	1	1	NA	1
normal_down_105	1	NA	1	0.977146649971986	NA	NA	NA	1	1	0.979790591276609	1	1	0.929086501399676	1	1	NA	1	NA	1	1	1	1	NA	NA	0.687770559029146	1	1	1	0.906288241728758	1	1	0.659974280241373	1	0.797960151846592	0.952136754989624	NA	NA	1	0.852842105858362	1	1	1	1	1	NA	1	1	1	0.964363851226293	1	1	1	1	1	1	NA	NA	1	1	0.956284155611132	1	1	1	1	1	1	1	1	NA	NA	1	1	0.845225955226592	0.88448054299635	1	1	0.841362573206425	1	NA	1	1	0.847737514413893	1	NA	1	1	NA	NA	NA	1	NA	1	1	1	1	1	1	1	1	1	NA	NA	1	1	1	1	1	1	1	1	1	1	1	NA	1	1	1	1	1	1	1	1	1	NA	NA	NA	1	NA	1	1	0.53986941576004	NA	1	1	NA	1	1	1	1	0.676019760114806	0.963559715053703	1	1	1	1	1	1	NA	1	NA	NA	NA	1	1	NA	NA	1	1	NA	NA	NA	1	1	NA	NA	NA	1	1	NA	1	NA	NA	NA	1	1	NA	NA	NA	1	1	0.777777552604675	NA	NA	1	NA	1	NA	1	NA	NA	1	NA	NA	NA	NA
normal_down_12	1	1	1	0.858608278090304	1	1	0.997924903164739	1	0.98074804761193	0.901858255538073	1	0.751890753292375	0.892240896745382	0.846570334878079	0.682609626225063	0.835438133754166	0.929764217409221	0.952932819453153	0.736530127850446	1	0.866655057397756	0.899442128701644	0.919051450825183	0.934336902878501	1	0.990874862670898	1	0.834698564062516	1	0.924167253904872	0.977878509597345	0.957117851755836	1	1	1	1	0.720934726921796	0.757569307901643	0.920693847766289	0.824661072817716	1	1	1	0.774510698375248	0.898494017395106	1	0.806222256636008	0.795816260847178	1	0.833330787582831	1	1	0.711714057894478	1	0.646080717935667	0.949735653671351	0.812431780714967	0.95422994850868	0.703681505589842	1	1	1	0.885340517488393	0.785145053809339	0.886054944450205	0.972748026793653	0.808981413461945	1	1	1	0.834176150235263	0.877100526473739	0.849899075789885	0.819679950198082	0.961773971806873	0.8872707531783	0.865295753434852	0.701444321243387	1	0.941075915343141	0.871853853084824	0.823456590825861	0.87419718476859	0.941048844604735	0.954020536216823	0.881776409528472	0.831667289571855	0.812474863637577	0.55980220079422	0.971031125025316	0.792969899408279	0.860764363949949	0.775617849014022	1	0.95860238888047	NA	NA	0.945362081078335	0.770322950365387	0.874463351477276	1	0.82390800931237	1	0.711847002397884	0.819075283408165	0.841169343211434	1	1	0.671169635749632	0.876285529949448	1	0.623235341556911	1	1	1	0.951984197172252	0.923167142001065	0.675388224829327	0.914503190192309	1	0.693827664310282	1	0.76419966654344	0.901408660682765	1	0.933680997111581	0.800470746647228	0.882124394178391	1	1	0.628149922598492	0.711498275399208	0.71286643304006	1	0.85212152031335	0.73081532407956	0.797390910162442	0.949384009838104	0.510935265787186	0.85803972575271	0.950066855549812	1	1	0.697929934422541	1	0.863360115072944	0.727364952997728	0.846258264741087	0.740080700950189	1	NA	1	1	1	NA	NA	1	0.554618940718712	NA	NA	NA	0.78278590183632	NA	NA	0.570809051319582	NA	-0.250000506639481	0.55453633933986	NA	NA	NA	NA	NA	NA	NA	0.997182725406275	NA	0.896114338498089	NA	NA	0.904822485334069	0.804008875673974	NA	0.98710813696526	0.675861054087338	0.390742892632261	1	NA	NA	NA	NA	NA	NA	NA	NA
liver_cancer_down_52	NA	1	NA	NA	NA	1	NA	NA	0.920426579598848	NA	NA	NA	1	NA	NA	NA	1	1	NA	NA	NA	1	0.982905911074744	1	NA	NA	1	NA	NA	1	0.69673255363176	NA	0.749973841177093	1	NA	0.991489355107571	0.781118632620805	NA	NA	1	1	NA	0.714286506175995	1	1	1	1	1	NA	NA	NA	NA	1	NA	0.803563754789291	1	1	NA	1	1	NA	NA	1	NA	1	NA	1	0.779030350102	1	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	1	NA	0.764550064291273	NA	0.428570836782455	NA	NA	NA	NA	NA	NA	1	1	NA	1	NA	1	NA	NA	NA	-0.791110936800639	NA	NA	NA	NA	1	0.600000023841858	NA	NA	0.508264873146026	NA	0.13426428776102	NA	NA	NA	NA	NA	NA	NA	0.878392585318723	1	NA	NA	1	NA	NA	0.779403387046442	1	NA	NA	1	NA	NA	NA	1	1	NA	NA	NA	1	1	NA	0.689807839959645	-0.26241134751773	1	NA	0.333333343267441	NA	-0.333332747220993	NA	NA	1	0.666666030883789	NA	1	0.599999248981476	NA	1	1	1	1	1	NA	0.881802958057773	1	1	1	1	1	1	1	0.892634735788618	1	1	1	1	0.751700517879862	1	0.746032066226746	1	1	NA	1	0.805707781879525	1	1
liver_cancer_down_75	-0.882976449592204	-0.90578596264419	-1	-0.954957154314539	-0.885156537127343	-0.949480018858087	-0.927084257569112	-0.499999523162842	-0.966285324821432	-0.803303234935076	-0.797514280273576	-0.894697082787752	-1	-0.724426470501885	NA	-1	-0.980984001560549	-1	-1	-1	-1	-0.869225990387701	-0.922073940690766	-0.912900162539936	NA	-0.894736829556917	-0.940104223787785	-0.60714253783226	-0.826449109047804	-0.599999606609344	-0.599999248981476	-0.753990285041678	-1	-1	-0.723853214435986	-1	-1	-0.908076587185931	-0.877152274016439	-1	-0.98412698507309	-0.993459302325581	-1	-0.600269709812834	-0.894401477422656	-0.986572180264301	-0.345238691568375	-0.711450119172373	-0.811517350481585	-1	NA	-1	NA	-1	-0.8517040381806	-0.667589370735117	-1	-0.200000375509262	-1	NA	-0.8465454102414	-0.824777540529748	-0.443181476132436	NA	-0.921874993946403	-1	-1	-1	-1	NA	-0.840738242087157	-0.665610806735945	NA	NA	NA	-0.905093712679645	-0.838788260113109	-1	-0.957573965891896	-0.380552145223769	-0.818182170391083	-0.401212333440781	-1	-0.0484851876894633	-1	NA	NA	NA	NA	-1	-0.104216384159964	NA	-1	-0.714285433292389	NA	0.428571969270706	NA	-0.648571410775185	-0.211822677789063	-1	-0.333333343267441	-0.976122110910799	-0.643352075930565	-1	NA	0	-0.908197138605818	-0.637680851894876	NA	-0.807954488582509	NA	-1	-0.826960314475492	NA	-0.486942854619795	NA	-0.629551538399288	NA	NA	NA	-0.746164793998128	NA	-0.225048615303758	-0.948305225907228	NA	-0.931004864900885	NA	-0.952292013231576	-0.999497424329491	-0.975947713851929	NA	-0.424836319684982	-1	-0.9428697841035	-0.941054895209769	NA	-1	-1	-0.333332657814026	-1	0	NA	NA	-1	-0.262744718906926	-1	NA	NA	-1	-1	NA	NA	-1	NA	-0.975409836431996	NA	-0.858201060314027	-0.869629515012105	NA	-1	-0.430548256833334	-0.857742033703334	-0.869209125725834	-1	-0.878162356217702	-0.900752933496653	-0.643531483156008	-1	-0.967320261924875	-0.869569763153459	-0.889402499367273	-0.894649498986604	-0.890349641968222	-1	-1	-0.929301493956397	-0.759827396648373	-0.828550907658107	-0.961854789893665	-0.875025448330704	-0.889725757815013	-1	-0.582899138199545	-0.885465557702847	-0.930329723791643	-1	-0.892999826967716	-0.922430299820109	-0.860757743213194	-1	-0.944708344230899	-1	-1	-1	-0.993316619318529
brain_cancer_up_10	0.6717205174398	0.934231982897904	1	0.569506624009874	0.841149642921629	1	NA	1	0.332036854209753	0.910256385803223	0.658243836155013	-0.202898550724638	1	0.916419824847469	0.669064748201439	0.644035840407014	0.983193292337305	0.945105732906432	0.765999600851446	0.714286208152771	-0.142856642603874	0.00539972653901909	1	0.367730891469664	-1	0.96219697073102	0.272726942192424	NA	1	0.769513681128218	0.0638297872340425	1	0.078557296334026	0.159834138077238	1	NA	NA	1	0.632138070415675	1	0.409395973154362	-0.677884613092129	NA	NA	NA	1	1	NA	NA	1	1	NA	0.930301454370421	1	0.474929975060856	0.0186044726260873	1	NA	0.369127516778524	NA	1	1	1	-0.685164876145088	0.230916032013092	-0.156458341929526	NA	NA	NA	-0.333333343267441	1	0.566185522426679	0.831545059963808	-0.503899324199428	0.601680522455889	0.327422931052671	NA	NA	0.551265094555965	1	1	-0.829553704512747	1	1	-0.967487918347428	-0.784334242690441	1	NA	-0.00420321326237172	NA	-1	NA	-0.522846640909419	0.119245005048011	0.395348837209302	NA	NA	1	NA	-0.9375	NA	NA	NA	NA	-0.771825429939088	NA	NA	NA	-0.0680595214474839	0.0747362475698165	1	0.457830135355291	0.966197190150409	0.118920923334307	NA	-0.924636474612987	-1	-0.5	-1	1	1	-1	NA	-0.75507165491581	1	1	-1	0.705263275849192	1	-0.225272349282807	NA	NA	0	1	1	NA	0.804841701590687	0.0170068038361413	1	-0.587628865979381	1	NA	-0.451138464489368	NA	0.731343258227875	NA	-1	-0.5	0.740000077486038	-0.777777777777778	-0.724154601062553	-1	0.123861671552632	1	NA	NA	-0.504237285104849	0.333332747220993	-1	NA	NA	-0.942839855882857	1	NA	1	NA	0.357663761525259	NA	-1	1	-0.983333301544189	1	-0.842810011736237	-0.555554687976837	NA	NA	0.9572192921358	NA	-0.428571701049805	-1	0.44310072822529	1	0.714286208152771	0.362224124452119	-0.124605515719333	1	-0.599170865847709	1	0.503184713375796	NA	1	-0.38214322924614	0.764780449160075	0.432419446607431	0.666666388511658
liver_cancer_down_48	-0.706484161317348	-0.803475646922986	-0.589338586976131	-0.215197737173488	0.107904666646694	-0.725509485850731	-0.85060225178798	NA	-0.88520434871316	-0.504667007053892	-0.887335105488698	-0.763137677311897	-0.898862597843011	-0.3413455321871	NA	-0.645111585656802	-0.709746317317088	-0.291360693673293	-0.662657633423805	-0.438293425366282	-0.225557978264987	-0.411743924642603	-0.579221852123737	-0.332847395911813	NA	-0.666666626930237	-0.317625707325836	-0.122449138334819	-0.397098000560488	0.0340602352128675	-0.20000034570694	NA	-0.70618674531579	-0.599256811042627	-0.416544124484062	-1	-1	-0.205190634354949	-0.707700246324142	-0.603280850819179	-0.450462169324358	-0.782893057912588	-0.863320297251145	-0.657297330598036	-0.208980159239566	-0.563031766563654	NA	-0.425328329205513	-0.953224660207828	-0.83303856352965	-0.142857164144516	-0.334704236437877	-0.727443616641195	-0.547552894800901	-0.764623550077279	-0.89523900176088	-0.870834102233251	0.189962901252632	NA	-0.636500775814056	-0.721694011241198	-0.250000210478902	0.499999552965164	-0.516674736006693	-0.667615935206413	-0.900595328211784	-1	-1	NA	-0.670773642882705	-0.602026354521513	-0.149617214376728	-0.109200661691527	-0.549746874459954	-0.42229250818491	-0.334243111312389	-0.291494595818222	-0.525725896711703	-0.369659269228578	NA	-0.700784519314766	-0.272727102041245	0.116229574978352	NA	NA	NA	NA	NA	NA	NA	NA	-0.399369580547015	-0.70104960228006	NA	NA	NA	-0.0586079511886988	NA	-0.164285743236542	-0.492013120402892	NA	-0.191897279559038	-0.692307829856873	-0.427633165586286	0	-0.679292947053909	-1	NA	NA	-0.0367422473306457	NA	NA	-0.276685579990347	1	-0.673797070980072	NA	NA	NA	-0.608425199985504	NA	0.781481575634744	0.149205989837646	0.202801126767607	-0.620425158490737	-0.551279647896687	-0.814986612647772	NA	-0.690376434475183	-0.557937716444333	-0.471996312960982	-0.563888970762491	NA	-0.381355296820402	-0.0612374951597303	-0.445882676169276	NA	-0.368033441404502	-0.235167047940195	-0.693452954292297	-0.381839370975892	-0.269499237720783	0.333333343267441	NA	-0.636044268185894	-0.199999660253525	-1	NA	NA	-0.831244451304277	NA	NA	NA	NA	NA	NA	-1	0.333333343267441	-0.435184756914775	-0.33333283662796	NA	-0.496142385527492	-0.789089365551869	-0.621689806381861	-0.803160637617111	-0.343652490836879	-0.695979754130046	-0.501885081330935	-0.787941722820202	-0.89687767252326	-0.654148725792766	-0.759143389761448	-0.57835786541303	-0.51212446950376	-0.543888181447983	-0.735739691803853	-0.65726371606191	-0.780553247779608	-0.777415037155151	-0.59716945203642	-0.875121952344974	-0.555868086715539	-0.724490623921156	-0.761883178104957	-0.740547661979993	-0.557050086557865	-0.928968881567319	-0.584094226360321	-0.395825888340672	-0.477001727869113	-0.861656130601962	-0.763319174448649	-0.644075096274416	-0.727065395563841	-0.927059382200241	-0.330665513252219
liver_cancer_up_9	1	1	1	0.55555534362793	NA	1	NA	1	1	1	1	1	1	NA	0.977612726169057	0.961885485900651	1	NA	0.991263461689795	NA	NA	NA	1	NA	NA	1	1	1	1	1	NA	NA	1	1	1	NA	NA	NA	1	1	1	1	NA	1	0.539170559375517	NA	1	1	0.998924734371324	0.998108742084909	NA	1	1	1	NA	NA	NA	1	1	NA	NA	1	1	NA	NA	NA	1	1	NA	NA	NA	0.965343874528867	0.95408389452965	0.974970824535816	0.982735459463937	1	0.887170603498816	1	1	1	0.998855837661287	1	0.998405098344721	NA	1	0.992476219022778	1	NA	1	0.960945990297102	NA	1	1	1	1	1	0.714285969734192	1	1	0.938941649536588	NA	1	1	1	1	1	1	1	NA	1	NA	1	1	1	NA	1	0.913043395332668	1	1	1	1	1	NA	NA	0.667077734189875	NA	NA	0.92323225206799	NA	0.967260955388729	0.988673912235564	1	0.983721218041835	1	0.749999582767487	1	1	NA	1	NA	1	NA	1	NA	1	1	NA	1	1	NA	NA	1	0.500000230967999	1	0.991477266631343	0.971014493185541	1	NA	1	NA	NA	NA	NA	NA	1	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	NA
normal_down_106	-1	-1	-0.962386231548739	-0.694449413336446	-0.2672210968596	NA	NA	-0.624555443532956	-0.841167280945597	-0.593734497665077	-0.68538450423298	-0.797015916055708	-0.865042978770112	-0.609430365001735	-1	-0.851263666507041	-0.887010877862628	-1	-0.625689904953131	NA	-0.869284902457838	-0.727155711712357	-1	-0.547840190480153	NA	-1	-0.734649237904822	-0.882882934365724	-0.782404487125201	-1	-1	-1	-0.386019379277406	-0.74408037748898	-0.931568627147114	-0.577320418686052	-0.658831344479584	-0.839434569145178	-1	-0.830007472813848	-0.903362226998148	-1	-0.900238497026505	-0.586296137842687	-1	-0.961038898337971	-0.374494628438467	-0.421067274696245	-0.886476807024966	-0.750449870584233	-0.607583472875654	-0.539150500897227	-0.854362435873737	-1	-0.952055605301946	-1	-0.621135254082513	-1	-0.587710723827022	-0.418806590264562	-1	-0.851396231745419	-1	-0.68450799031495	NA	-1	-0.714933345794678	-0.614694652893289	-1	-1	-0.830848971816981	-0.977777922153473	NA	-0.659606151336777	-0.996846512133973	-0.900188755275857	-0.882655175239868	-0.98235559463501	-0.973887787854418	-0.835336527787149	-1	-1	-0.723162924970496	-1	-0.954695056214857	-1	-0.678505451906295	-1	-0.632697610490358	-0.941126341913261	-1	NA	-0.942106922334652	-0.780528460939725	-0.469832565548131	-0.823627335799707	NA	-0.629251705157378	-0.791205406610199	-0.602038139051783	-0.902492665590879	-1	-0.728452047636343	-0.615309615135193	-0.762597973244663	-0.93495644124827	-1	-1	-0.819642861187458	-0.415356871914771	-0.553394510009928	-0.535053285010847	-1	-1	0.492957594529004	-1	-0.631720252652439	-0.682896416135055	-0.973300970873786	-0.487780745246194	0.212979314074052	-0.628389579404232	-0.189265437983427	-1	-1	-1	-0.646646134033509	-0.706323989083834	NA	-1	-0.718784805146917	-0.461316933361893	-0.601152075244411	-1	NA	NA	-0.714285433292389	-0.919198901613773	-1	-0.519935902019651	-0.678943305402189	-1	-0.712450409764678	-0.841040569631492	NA	-0.32471714858763	0.265359218993218	0.5	-1	-0.499999582767487	-0.351088784972028	-1	0.0600961276258414	-0.00754720802014729	-1	-0.529919688242028	-0.968503937007874	-0.826073510972269	-0.33333283662796	NA	NA	-0.31023745490763	NA	NA	-0.689081702620914	0.599999606609344	-1	NA	-0.333333343267441	NA	NA	NA	-0.77478859065071	NA	-0.662208207415468	-1	-1	-1	-0.550195274814483	-1	-0.88604612319785	-0.694749251993714	-0.453147054013639	-0.860905452208085	-0.812363040447235	-1	NA	-0.435008196375478	NA	NA	1	NA	-0.19620314901441	0.599999666213989	NA
normal_down_49	NA	NA	-0.888888796170553	-1	-1	-1	NA	NA	-1	-1	-1	-1	-1	NA	-1	-1	-1	-1	-1	NA	-1	NA	-1	NA	-1	NA	-1	-1	-1	NA	-1	-1	-1	-1	-1	-1	-1	NA	NA	-1	NA	-1	-1	-1	-1	NA	-1	NA	NA	-1	-1	-1	-1	NA	NA	-1	NA	NA	NA	-1	NA	-1	-1	-1	NA	-1	-1	NA	-1	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1	-1	NA	NA	-1	-1	-1	-1	-1	NA	-1	NA	NA	NA	NA	-1	NA	-1	-1	NA	NA	NA	-1	-1	-1	-1	-1	NA	-1	-1	NA	-1	-1	-1	-0.817373651089055	NA	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	NA	NA	NA	-1	NA	-1	NA	NA	NA	NA	NA	NA	-1	NA	-1	NA	0.171225338473789	NA	NA	-1	-1	NA	NA	-1	NA	NA	NA	-1	NA	-1	NA	-1	-1	-1	NA	NA	NA	NA	NA	NA	NA	-1	NA	-1	NA	NA	NA	NA	NA	NA	NA	NA	-1	NA	NA	NA	NA	NA	NA	-1	NA	NA	NA	NA	-1	NA	NA	NA	NA
brain_cancer_up_5	-1	-1	NA	-1	-1	-1	-1	NA	NA	-1	-1	-1	-1	NA	-1	-1	NA	-1	NA	NA	-1	NA	NA	-1	-1	-1	-1	NA	NA	NA	-1	-1	-1	-1	NA	NA	NA	-1	-1	-1	-1	NA	NA	NA	-1	-1	NA	NA	-1	-1	-1	NA	NA	-1	NA	-1	-1	-1	-1	NA	-1	-1	-1	NA	NA	-1	-1	-1	NA	-1	NA	NA	NA	NA	NA	NA	NA	-0.877762824296951	NA	NA	-1	-0.824379771947861	-1	NA	-1	-1	NA	-1	NA	-1	-1	NA	-1	NA	-1	NA	-1	NA	NA	-1	NA	NA	-1	-1	NA	NA	NA	NA	NA	NA	-1	-1	NA	NA	NA	-1	NA	NA	NA	NA	-1	-1	NA	NA	-1	NA	NA	NA	NA	-1	NA	-1	NA	-1	NA	-1	-1	-1	NA	NA	NA	NA	NA	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1	NA	-1	NA	NA	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1	NA	NA	NA	NA	-1	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
normal_down_114	NA	NA	NA	NA	-1	NA	-1	-1	-1	-1	NA	NA	-1	NA	-1	-1	NA	-1	NA	-1	NA	NA	NA	NA	-1	-1	NA	-1	-1	NA	-1	NA	-1	NA	-1	NA	-1	-1	-1	NA	NA	-1	NA	NA	-1	NA	-1	-1	NA	NA	-1	-1	NA	-1	NA	NA	NA	-1	-1	NA	NA	-1	-1	NA	NA	-1	-1	NA	-1	-1	-1	-1	NA	NA	-1	NA	NA	NA	-1	NA	-1	-1	-1	-1	-1	-1	NA	-1	NA	-1	NA	-1	-1	-1	NA	NA	-1	NA	NA	-1	NA	-1	NA	-1	-1	-1	-1	-1	NA	-1	-1	-1	NA	-1	-1	NA	-1	-1	-1	-1	NA	-1	NA	NA	NA	NA	NA	-1	NA	-1	NA	NA	NA	NA	NA	NA	-1	-1	NA	NA	NA	NA	-1	-1	NA	-1	-1	NA	NA	NA	-1	NA	NA	NA	-1	-1	-1	-1	-1	NA	NA	NA	-1	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
